Content_ID,Reaction_Type,Datetime,Content_ID2,Content_Type,Category,Reaction_Type2,Sentiment,Score
97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,03:00.0,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,super love,positive,75
97522e57-d9ab-4bd6-97bf-c24d952602d2,disgust,46:00.0,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,disgust,negative,0
97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,43:00.0,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,super love,positive,75
97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,06:00.0,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,interested,positive,30
97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,49:00.0,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,dislike,negative,10
97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,00:00.0,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,scared,negative,15
97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,33:00.0,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,dislike,negative,10
97522e57-d9ab-4bd6-97bf-c24d952602d2,want,54:00.0,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,want,positive,70
97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,28:00.0,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,interested,positive,30
97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,30:00.0,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,indifferent,neutral,20
97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,27:00.0,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,worried,negative,12
97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,59:00.0,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,hate,negative,5
9f737e0a-3cdd-4d29-9d24-753f4e3be810,dislike,01:00.0,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,dislike,negative,10
9f737e0a-3cdd-4d29-9d24-753f4e3be810,intrigued,11:00.0,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,intrigued,positive,45
9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,17:00.0,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,peeking,neutral,35
9f737e0a-3cdd-4d29-9d24-753f4e3be810,scared,53:00.0,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,scared,negative,15
9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,40:00.0,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,hate,negative,5
9f737e0a-3cdd-4d29-9d24-753f4e3be810,disgust,15:00.0,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,disgust,negative,0
9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,00:00.0,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,hate,negative,5
9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,17:00.0,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,like,positive,50
9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,26:00.0,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,love,positive,65
9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,21:00.0,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,love,positive,65
9f737e0a-3cdd-4d29-9d24-753f4e3be810,heart,02:00.0,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,heart,positive,60
9f737e0a-3cdd-4d29-9d24-753f4e3be810,indifferent,52:00.0,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,indifferent,neutral,20
9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,59:00.0,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,peeking,neutral,35
9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,15:00.0,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,love,positive,65
9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,56:00.0,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,like,positive,50
230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,13:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,negative,5
230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,41:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,super love,positive,75
230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,36:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,48:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,scared,negative,15
230c4e4d-70c3-461d-b42c-ec09396efb3f,cherish,06:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,cherish,positive,70
230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,15:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,27:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,positive,30
230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,09:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,positive,60
230c4e4d-70c3-461d-b42c-ec09396efb3f,like,56:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,like,positive,50
230c4e4d-70c3-461d-b42c-ec09396efb3f,like,00:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,like,positive,50
230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,37:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,negative,5
230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,42:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,positive,30
230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,38:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,negative,10
230c4e4d-70c3-461d-b42c-ec09396efb3f,peeking,00:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,peeking,neutral,35
230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,57:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,positive,60
230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,58:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,super love,positive,75
230c4e4d-70c3-461d-b42c-ec09396efb3f,want,47:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,want,positive,70
230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,16:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,negative,5
230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,46:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,negative,10
230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,08:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,scared,negative,15
230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,41:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,negative,10
230c4e4d-70c3-461d-b42c-ec09396efb3f,want,33:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,want,positive,70
230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,13:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,positive,30
230c4e4d-70c3-461d-b42c-ec09396efb3f,love,41:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,love,positive,65
230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,47:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,positive,60
230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,40:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,disgust,negative,0
230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,09:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,19:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,53:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,worried,26:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,worried,negative,12
230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,54:00.0,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,positive,30
356fff80-da4d-4785-9f43-bc1261031dc6,worried,17:00.0,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,worried,negative,12
356fff80-da4d-4785-9f43-bc1261031dc6,want,15:00.0,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,want,positive,70
356fff80-da4d-4785-9f43-bc1261031dc6,heart,45:00.0,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,heart,positive,60
356fff80-da4d-4785-9f43-bc1261031dc6,scared,11:00.0,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,scared,negative,15
356fff80-da4d-4785-9f43-bc1261031dc6,heart,16:00.0,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,heart,positive,60
356fff80-da4d-4785-9f43-bc1261031dc6,hate,39:00.0,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,hate,negative,5
356fff80-da4d-4785-9f43-bc1261031dc6,indifferent,38:00.0,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,indifferent,neutral,20
01ab84dd-6364-4236-abbb-3f237db77180,scared,03:00.0,01ab84dd-6364-4236-abbb-3f237db77180,video,food,scared,negative,15
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,02:00.0,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,interested,positive,30
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,45:00.0,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,hate,negative,5
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,49:00.0,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,want,positive,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,06:00.0,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,peeking,neutral,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,25:00.0,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,dislike,negative,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,12:00.0,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,love,positive,65
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,01:00.0,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,cherish,positive,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,44:00.0,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,interested,positive,30
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,45:00.0,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,adore,positive,72
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,47:00.0,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,like,positive,50
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,03:00.0,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,like,positive,50
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,39:00.0,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,cherish,positive,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,35:00.0,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,indifferent,neutral,20
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,33:00.0,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,adore,positive,72
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,21:00.0,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,worried,negative,12
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,12:00.0,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,peeking,neutral,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,09:00.0,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,dislike,negative,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,16:00.0,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,dislike,negative,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,50:00.0,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,intrigued,positive,45
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,06:00.0,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,indifferent,neutral,20
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,18:00.0,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,peeking,neutral,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,07:00.0,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,adore,positive,72
3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,37:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,cherish,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,22:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,38:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,intrigued,positive,45
3f8590c7-6ab2-4973-805a-90cdec355f05,worried,53:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,worried,negative,12
3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,21:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,disgust,negative,0
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,11:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,hate,23:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,hate,negative,5
3f8590c7-6ab2-4973-805a-90cdec355f05,like,25:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,like,positive,50
3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,33:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,peeking,neutral,35
3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,53:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,indifferent,neutral,20
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,23:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,35:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,disgust,negative,0
3f8590c7-6ab2-4973-805a-90cdec355f05,want,35:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,31:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,hate,39:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,hate,negative,5
3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,28:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,intrigued,positive,45
3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,21:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,dislike,negative,10
3f8590c7-6ab2-4973-805a-90cdec355f05,worried,06:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,worried,negative,12
3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,29:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,cherish,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,20:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,want,57:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,super love,07:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,super love,positive,75
3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,46:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,dislike,negative,10
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,47:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,48:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,indifferent,neutral,20
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,44:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,04:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,51:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,07:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,31:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,27:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,worried,43:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,worried,negative,12
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,01:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,51:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,23:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,31:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,15:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,want,35:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,10:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,disgust,negative,0
3f8590c7-6ab2-4973-805a-90cdec355f05,want,59:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,hate,46:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,hate,negative,5
3f8590c7-6ab2-4973-805a-90cdec355f05,like,41:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,like,positive,50
3f8590c7-6ab2-4973-805a-90cdec355f05,love,40:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,love,positive,65
3f8590c7-6ab2-4973-805a-90cdec355f05,adore,36:00.0,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,adore,positive,72
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,24:00.0,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,want,positive,70
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,00:00.0,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,super love,positive,75
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,29:00.0,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,heart,positive,60
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,00:00.0,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,worried,negative,12
0bedca96-fb76-4287-a83c-17330ed39cce,adore,38:00.0,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,adore,positive,72
0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,11:00.0,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,indifferent,neutral,20
0bedca96-fb76-4287-a83c-17330ed39cce,worried,46:00.0,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,worried,negative,12
0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,25:00.0,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,intrigued,positive,45
0bedca96-fb76-4287-a83c-17330ed39cce,want,18:00.0,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,want,positive,70
0bedca96-fb76-4287-a83c-17330ed39cce,hate,15:00.0,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,hate,negative,5
0bedca96-fb76-4287-a83c-17330ed39cce,love,36:00.0,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,love,positive,65
